codigo,descripcion,categoria,precio_unitario,precio_bulto,precio_unitario_sin_iva,precio_bulto_sin_iva,imagen_url,activo,stock_critico
357,DE GOMA ROJO DILON 12X40 3391.00,SECADOR,4103.11,49237.32,4.0,692.0,357.jpg,TRUE,FALSE
819,DE GOMA ROJO DILON 12X50 3904.00,SECADOR,4723.84,56686.08,4.0,6848.0,819.jpg,TRUE,FALSE
6064,SAMANTHA C/PLAST.12X40CM 2108.00,SECADOR,2550.68,30608.16,25.0,296.0,6064.jpg,TRUE,FALSE
6065,SAMANTHA C/PLAST.6X50CM 2716.00,SECADOR,3286.36,19718.16,162.0,96.0,6065.jpg,TRUE,FALSE
6066,SAMANTHA TWIN X12U 2932.00,SECADOR,3547.72,42572.64,35184.0,0.0,6066.jpg,TRUE,FALSE
1762,VIDRIO STD C.LARGO X1 DILON,SECADOR,5720.88,5720.88,4728.0,4728.0,1762.jpg,TRUE,FALSE
8966,DP 10X250 GIRASOL CUMANA 870.0,SEMILLAS,1052.7,10527.0,0.0,8700.0,8966.jpg,TRUE,TRUE
8474,DP 10X250 MIX DESAYUNO CUMANA(13 804.0,SEMILLAS,972.84,19456.8,0.0,16080.0,8474.jpg,TRUE,TRUE
8967,DP 10X250 MIX ENSALADA CUMANA (1 837.0,SEMILLAS,1012.77,10127.7,0.0,8370.0,8967.jpg,TRUE,TRUE
4418,AMAPOLA 10 X 1KG CUMANA PTE 9462.00,SEMILLAS,10455.51,104555.1,9462.0,0.0,4418.jpg,TRUE,FALSE
8963,DP 10X250 CHIA CUMANA 1040.00,SEMILLAS,1149.2,11492.0,1.0,400.0,8963.jpg,TRUE,FALSE
8965,DP 10X250 LINO CUMANA 620.00,SEMILLAS,750.2,7502.0,6.0,200.0,8965.jpg,TRUE,FALSE
8283,DP 10X250 QUINOA CUMANA,SEMILLAS,1674.64,16746.4,1384.0,13840.0,8283.jpg,TRUE,FALSE
8964,DP 10X250 SESAMO INT CUMANA (12366 826.0,SEMILLAS,999.46,9994.6,0.0,8260.0,8964.jpg,TRUE,FALSE
5100,GIRASOL CUMANA 10 X1KG 2656.00,SEMILLAS,3213.76,32137.6,2.0,6560.0,5100.jpg,TRUE,FALSE
7706,MIX 5 SEM.10X1K CHIA/LINO/QUIN/S.IN 3470.0,SEMILLAS,3834.35,38343.5,0.0,34700.0,7706.jpg,TRUE,FALSE
7724,MIX DESAY.10X1KG CHIA-LINO-S.INT. C 2989.0,SEMILLAS,3302.85,33028.45,0.0,29890.0,7724.jpg,TRUE,FALSE
7723,MIX ENSAL.10X1KG CHIA-LINO-S.INT-GI 3506.0,SEMILLAS,4242.26,42422.6,0.0,35060.0,7723.jpg,TRUE,FALSE
8429,"MIX ORIENTAL 10X1KG(S.BCO,NGO E INT 4162.0",SEMILLAS,4599.01,45990.1,0.0,41620.0,8429.jpg,TRUE,FALSE
6354,QUINOA 10 X 1KG BCA CUMANA PTE,SEMILLAS,6302.92,63029.2,5704.0,57040.0,6354.jpg,TRUE,TRUE
6086,SESAMO BCO 10 X 1KG CUMANA PTE,SEMILLAS,5087.42,50874.2,4604.0,46040.0,6086.jpg,TRUE,TRUE
4058,SESAMO INTEG.10 X 1KG CUMANA PTE,SEMILLAS,4281.88,42818.75,3875.0,38750.0,4058.jpg,TRUE,TRUE
4416,SESAMO NEGRO 10 X 1KG CUMANA PTE,SEMILLAS,5396.82,53968.2,4884.0,48840.0,4416.jpg,TRUE,TRUE
8715,ZAPALLO CUMANA 10X1KG PELAD 8119.0,SEMILLAS,9823.99,98239.9,0.0,81190.0,8715.jpg,TRUE,FALSE
4504,LA EGIPCIANA X5KG,SEMOLA,15921.18,15921.18,13158.0,13158.0,4504.jpg,TRUE,FALSE
8989,SEMOLIN BALCARCE X25KG 17875.00,SEMOLA,19751.88,19751.88,17875.0,0.0,8989.jpg,TRUE,TRUE
9135,BCA CAMPANITA X800 OJO!!!!! 10249.5,SERVILLETAS,12401.93,12401.93,3.0,10249.53,9135.jpg,TRUE,FALSE
8380,BCA FELPITA X1008 (VSE01011 11872.0,SERVILLETAS,14365.12,14365.12,0.0,11872.0,8380.jpg,TRUE,FALSE
8033,CAFE X2000U MAGICA GUARDA,SERVILLETAS,7322.92,7322.92,6052.0,6052.0,8033.jpg,TRUE,FALSE
3279,PTE CAMPANITA SOFT 30X70 BCA 884.00,SERVILLETAS,1069.64,32089.2,265.0,20.0,3279.jpg,TRUE,FALSE
8976,SUAVE NUTR/COCO 4X5LT,SHAMPOO,10445.93,41783.72,8633.0,34532.0,8976.jpg,TRUE,FALSE
4859,MANI CERVECERO PAPIKS 8X900GR DEST 4125.0,SNACK,4991.25,39930.0,0.0,33000.0,4859.jpg,TRUE,TRUE
9224,MANI CON CASCARA 10X250GR EGIPCIANA 2020.0,SNACK,2444.2,24442.0,0.0,20200.0,9224.jpg,TRUE,FALSE
3546,MANI SALADO REP.CAVIWA 15X1KG ROSA,SNACK,7016.79,105251.85,5799.0,86985.0,3546.jpg,TRUE,FALSE
8844,MANI SIN SAL REP.CAVIWA 15X1KG CELE 4999.0,SNACK,6048.79,90731.85,0.0,74985.0,8844.jpg,TRUE,FALSE
8131,PALITOS SAL.GOOD SH. 6X800GR,SNACK,5700.31,34201.86,4711.0,28266.0,8131.jpg,TRUE,FALSE
8052,PAPAS AMER.5X430 GR AZUL GOOD SHOW,SNACK,5389.34,26946.7,4454.0,22270.0,8052.jpg,TRUE,FALSE
8046,PAPAS ESPAÑOL 5X430 ROJO GOOD SHOW,SNACK,5389.34,26946.7,4454.0,22270.0,8046.jpg,TRUE,FALSE
2013,PAPAS PAY 3X900 PAPIKS DESTACADO 5099.0,SNACK,6169.79,18509.37,0.0,15297.0,2013.jpg,TRUE,TRUE
6344,PRINGLES ORIGINAL 12X37GR 1448.00,SNACK,1752.08,21024.96,17376.0,0.0,6344.jpg,TRUE,FALSE
8054,ROLLS MAIZ 12X287GR GOOD SHOW ROJO! 2149.0,SNACK,2600.29,31203.48,0.0,25788.0,8054.jpg,TRUE,FALSE
1819,CREMA KNORR VEGETALES 6X590GR DEST 9966.0,SOPA,12058.86,72353.16,0.0,59796.0,1819.jpg,TRUE,TRUE
1216,CREMA KNR CHOCLO 6 X 600 9966.00,SOPA,12058.86,72353.16,59796.0,0.0,1216.jpg,TRUE,FALSE
7254,VIVERE BID.4X5LT CLASICO 8469.00,SUAVIZANTE,10247.49,40989.96,33876.0,0.0,7254.jpg,TRUE,FALSE
6311,SALADAS MED.12PTESX36U EDEM 2107.0,TARTELETAS,2549.47,30593.64,0.0,25284.0,6311.jpg,TRUE,FALSE
8310,CACHAMAI EARL GREY 10X20SQ OCLOC 378.0,TARTELETAS,457.38,4573.8,0.0,3780.0,8310.jpg,TRUE,TRUE
808,BIG BEN BOLDO ENSOB.12 X 25SQ 2149.00,TARTELETAS,2600.29,31203.48,25.0,788.0,808.jpg,TRUE,FALSE
1747,BIG BEN MANZANILLA ENS.12 X 25SQ,TARTELETAS,2066.68,24800.16,1708.0,20496.0,1747.jpg,TRUE,FALSE
2033,BIG BEN MEZCLA HIERB.12 X 25SAQ.,TARTELETAS,2789.05,33468.6,2305.0,27660.0,2033.jpg,TRUE,FALSE
8417,CACHAMAI CAJA MADERA X1U 12241.00,TARTELETAS,14811.61,14811.61,12241.0,0.0,8417.jpg,TRUE,FALSE
8306,ENSOB.SELECCION BIG BEN 4X25SQ (15 1129.0,TARTELETAS,1366.09,5464.36,0.0,4516.0,8306.jpg,TRUE,FALSE
9145,ICE FRUT-NAR-MANGO 6X10SQ SAINT GOT 1941.0,TARTELETAS,2348.61,14091.66,0.0,11646.0,9145.jpg,TRUE,FALSE
9147,ICE FRUTOS ROJOS 6X10SQ SAINT GOTT,TARTELETAS,2348.61,14091.66,1941.0,11646.0,9147.jpg,TRUE,FALSE
9144,ICE LIMON-JENG-MENTA 6X10SQ SAINT G 1941.0,TARTELETAS,2348.61,14091.66,0.0,11646.0,9144.jpg,TRUE,FALSE
9146,ICE VERDE-MENTA-MIEL 6X10SQ SAINT G 1941.0,TARTELETAS,2348.61,14091.66,0.0,11646.0,9146.jpg,TRUE,FALSE
8445,SAINT-GOT.ARAND-FRAMB.6X20SQ 3630.00,TARTELETAS,4392.3,26353.8,217.0,80.0,8445.jpg,TRUE,FALSE
8798,SAINT-GOT.BOLDO 6X20SQ TRADICIONAL,TARTELETAS,2009.81,12058.86,1661.0,9966.0,8798.jpg,TRUE,FALSE
8452,SAINT-GOT.CEDRON 6X20SQ TRADICIONAL 1496.0,TARTELETAS,1810.16,10860.96,0.0,8976.0,8452.jpg,TRUE,FALSE
8450,SAINT-GOT.CHAI-ROSA-CANELA 6X20SQ,TARTELETAS,4080.12,24480.72,3372.0,20232.0,8450.jpg,TRUE,FALSE
8456,SAINT-GOT.CHOC A LA MENTA 6X20SQ,TARTELETAS,4484.26,26905.56,3706.0,22236.0,8456.jpg,TRUE,FALSE
8454,SAINT-GOT.CITRUS MIX JENG-MIEL 6X20 3630.0,TARTELETAS,4392.3,26353.8,0.0,21780.0,8454.jpg,TRUE,FALSE
8459,SAINT-GOT.DELICIA DD LECHE 6X20SQ,TARTELETAS,4484.26,26905.56,3706.0,22236.0,8459.jpg,TRUE,FALSE
8446,SAINT-GOT.DURAZ-MARACUYA 6X20SQ,TARTELETAS,4080.12,24480.72,3372.0,20232.0,8446.jpg,TRUE,FALSE
8441,SAINT-GOT.FR.DEL BOSQUE 6X20SQ 3372.00,TARTELETAS,4080.12,24480.72,2.0,232.0,8441.jpg,TRUE,FALSE
8447,SAINT-GOT.FRUT-DURAZ-NAR.6X20SQ,TARTELETAS,4295.5,25773.0,3550.0,21300.0,8447.jpg,TRUE,FALSE
8453,SAINT-GOT.GROS-MORA-ARAND.6X20SQ,TARTELETAS,4392.3,26353.8,3630.0,21780.0,8453.jpg,TRUE,FALSE
8451,SAINT-GOT.LIM-LIMA-JENG-MEN.6X20SQ,TARTELETAS,4080.12,24480.72,3372.0,20232.0,8451.jpg,TRUE,FALSE
8457,SAINT-GOT.LIMONADA ROSA 6X20SQ 3706.00,TARTELETAS,4484.26,26905.56,2.0,2236.0,8457.jpg,TRUE,FALSE
8799,SAINT-GOT.MANZANILLA 6X20SQ TRADICI 1189.0,TARTELETAS,1438.69,8632.14,0.0,7134.0,8799.jpg,TRUE,FALSE
8443,SAINT-GOT.MANZ-CANELA-MIEL 6X20SQ,TARTELETAS,4337.85,26027.1,3585.0,21510.0,8443.jpg,TRUE,FALSE
8455,SAINT-GOT.MATCHA MENT-LIM.6X20SQ,TARTELETAS,4047.45,24284.7,3345.0,20070.0,8455.jpg,TRUE,FALSE
9015,SAINT-GOT.MELISA TILO CEDRON 6X20SQ 2285.0,TARTELETAS,2764.85,16589.1,0.0,13710.0,9015.jpg,TRUE,FALSE
8797,SAINT-GOT.MENTA TRAD.6X20SQ 1330.00,TARTELETAS,1609.3,9655.8,798.0,0.0,8797.jpg,TRUE,FALSE
8444,SAINT-GOT.NAR-CANELA-ANIS 6X20SQ,TARTELETAS,4337.85,26027.1,3585.0,21510.0,8444.jpg,TRUE,FALSE
8478,SAINT-GOT.NEGRO ROYAL 6X20SQ PREMIU 1548.0,TARTELETAS,1873.08,11238.48,0.0,9288.0,8478.jpg,TRUE,FALSE
8442,SAINT-GOT.ROJO CON VAIN.6X20SQ 3087.00,TARTELETAS,3735.27,22411.62,1.0,8522.0,8442.jpg,TRUE,FALSE
8448,SAINT-GOT.ROOIBOS 6X20SQ AVELL CARA 3575.0,TARTELETAS,4325.75,25954.5,0.0,21450.0,8448.jpg,TRUE,FALSE
9014,SAINT-GOT.TILO 6X20SQ CLASICO 2002.00,TARTELETAS,2422.42,14534.52,12.0,12.0,9014.jpg,TRUE,FALSE
8800,SAINT-GOT.VERDE TRAD. 6X20SQ 1335.00,TARTELETAS,1615.35,9692.1,80.0,10.0,8800.jpg,TRUE,FALSE
8449,SAINT-GOT.VERDE-CEREZ-FRAMB.6X20SQ,TARTELETAS,4030.51,24183.06,3331.0,19986.0,8449.jpg,TRUE,FALSE
8439,SAINT-GOT.VERDE-MENTA-MIEL 6X20SQ,TARTELETAS,2537.37,15224.22,2097.0,12582.0,8439.jpg,TRUE,FALSE
1089,SIN SOBRE BIG BEN 12X50SQ,TARTELETAS,2015.86,24190.32,1666.0,19992.0,1089.jpg,TRUE,FALSE
347,SIN SOBRE BIG BEN 24X25SQ 801.00,TARTELETAS,969.21,23261.04,19224.0,0.0,347.jpg,TRUE,FALSE
566,SIN SOBRE BIG BEN 6 X 100SQ 3332.0,TARTELETAS,4031.72,24190.32,0.0,19992.0,566.jpg,TRUE,FALSE
4414,SIN SOBRE TARAGUI 5X100SQ 1977.00,TARTELETAS,2392.17,11960.85,9885.0,0.0,4414.jpg,TRUE,FALSE
8657,TARAGUI AVELLANAS 6X20SQ 1353.00,TARTELETAS,1637.13,9822.78,8118.0,0.0,8657.jpg,TRUE,FALSE
4869,TARAGUI BOLDO 6X20SQ,TARTELETAS,1068.43,6410.58,883.0,5298.0,4869.jpg,TRUE,FALSE
8213,TARAGUI CHAI 6 X 25 SQ,TARTELETAS,2908.84,17453.04,2404.0,14424.0,8213.jpg,TRUE,FALSE
4747,TARAGUI EARL GREY 6X25SQ 2404.00,TARTELETAS,2908.84,17453.04,14424.0,0.0,4747.jpg,TRUE,FALSE
9105,TARAGUI ENSOB.5X100SQ,TARTELETAS,4537.5,22687.5,3750.0,18750.0,9105.jpg,TRUE,FALSE
8620,"°°TARAGUI ENSUEÑO 6X25SQ (TILO,MANZ 615.1",TARTELETAS,744.28,4465.7,1.0,3690.66,8620.jpg,TRUE,FALSE
1243,TARAGUI FR.ROJAS 6X20SQ,TARTELETAS,1637.13,9822.78,1353.0,8118.0,1243.jpg,TRUE,FALSE
4327,TARAGUI HEBRAS 5X180GR,TARTELETAS,2399.43,11997.15,1983.0,9915.0,4327.jpg,TRUE,FALSE
8656,TARAGUI HIGO & VERDE 6X20SQ 1353.00,TARTELETAS,1637.13,9822.78,811.0,8.0,8656.jpg,TRUE,FALSE
4454,TARAGUI INT.CLAS.ENS. 5X50SQ 3310.00,TARTELETAS,4005.1,20025.5,165.0,50.0,4454.jpg,TRUE,FALSE
6838,TARAGUI JAZMIN-VERDE 6X25SQ 2404.00,TARTELETAS,2908.84,17453.04,1442.0,4.0,6838.jpg,TRUE,FALSE
8655,TARAGUI JENG/LIMON/MIEL 6X20SQ,TARTELETAS,1637.13,9822.78,1353.0,8118.0,8655.jpg,TRUE,FALSE
6628,TARAGUI MANZ-CAN-MIEL 6X20SQ 1417.00,TARTELETAS,1714.57,10287.42,85.0,2.0,6628.jpg,TRUE,FALSE
2225,TARAGUI MEZCLA HIERB.6X20SQ 798.00,TARTELETAS,965.58,5793.48,478.0,8.0,2225.jpg,TRUE,FALSE
5399,TARAGUI TILO 6X25SQ,TARTELETAS,1490.72,8944.32,1232.0,7392.0,5399.jpg,TRUE,FALSE
4719,TARAGUI VERDE 6X20SQ,TARTELETAS,1432.64,8595.84,1184.0,7104.0,4719.jpg,TRUE,FALSE
8256,EXTRACTO DOB.SILVIA 18X150GR DE 357.0,TOMATE,431.97,7775.46,0.0,6426.0,8256.jpg,TRUE,TRUE
9054,SALSA PIZZA POUCH X8KG FINCA SGO 4019.0,TOMATE,4862.99,4862.99,0.0,4019.0,9054.jpg,TRUE,TRUE
755,DESHIDRATADO CUMANA 10X500 PTE 7460.00,TOMATE,9026.6,90266.0,7.0,4600.0,755.jpg,TRUE,FALSE
1785,DESHIDRATADO ROJO PREMIUN XKG 14283.00,TOMATE,17282.43,17282.43,14.0,283.0,1785.jpg,TRUE,FALSE
8980,EXTRACTO DOBLE INCA 30 X 150 GR,TOMATE,948.64,28459.2,784.0,23520.0,8980.jpg,TRUE,FALSE
7418,KNORR SALSA BASE DESHID 6X750 16232.00,TOMATE,19640.72,117844.32,97.0,392.0,7418.jpg,TRUE,FALSE
1811,PERITA 24X400 CUMANA SIN TACC 653.00,TOMATE,790.13,18963.12,15.0,672.0,1811.jpg,TRUE,FALSE
8981,PERITA GENTLEMAN 6X2930,TOMATE,7011.95,42071.7,5795.0,34770.0,8981.jpg,TRUE,FALSE
1196,PERITA JANDAIA 6X2.930 DESTACADO 3500.0,TOMATE,4235.0,25410.0,0.0,21000.0,1196.jpg,TRUE,TRUE
1037,PERITA SABORTUCC 6X2930,TOMATE,7875.89,47255.34,6509.0,39054.0,1037.jpg,TRUE,FALSE
3037,PERITA SILVIA 6X3KG DESTACADO,TOMATE,6437.2,38623.2,5320.0,31920.0,3037.jpg,TRUE,TRUE
7794,PURE DE LA HUERTA 12X530 544.74,TOMATE,659.14,7909.62,6536.8,8.0,7794.jpg,TRUE,FALSE
8906,PURE KNORR 12X1020 TETRA DESTACADO 1699.0,TOMATE,2055.79,24669.48,0.0,20388.0,8906.jpg,TRUE,TRUE
2016,TRITURADO CAROYENSE 4X2.500 2729.00,TOMATE,3302.09,13208.36,1091.0,6.0,2016.jpg,TRUE,FALSE
8557,TRITURADO CUMANA 8KG POUCH CAJA CER 6681.0,TOMATE,8084.01,8084.01,0.0,6681.0,8557.jpg,TRUE,FALSE
9055,TRITURADO FINCA SGO X8KG POUCH CJ C 6801.0,TOMATE,8229.21,8229.21,0.0,6801.0,9055.jpg,TRUE,FALSE
77,TRITURADO JANDAIA X8KG,TOMATE,9796.16,9796.16,8096.0,8096.0,77.jpg,TRUE,FALSE
577,TRITURADO SABORTUCC X8KG 8077.00,TOMATE,9773.17,9773.17,8077.0,0.0,577.jpg,TRUE,FALSE
9229,TRITUR.BOT.DULCOR 8X960GR 1157.00,TOMATE,1399.97,11199.76,9256.0,0.0,9229.jpg,TRUE,FALSE
8827,TRITUR.BOT.GALLARDO 8X950GR 1324.00,TOMATE,1602.04,12816.32,1059.0,2.0,8827.jpg,TRUE,FALSE
1938,BCO CLASICO TEXASX12 2760.24,T.PISO,3339.89,40078.68,33122.0,88.0,1938.jpg,TRUE,FALSE
579,BCO CONSOR.BAND.X12 PROF. 3914.00,T.PISO,4735.94,56831.28,4.0,6968.0,579.jpg,TRUE,FALSE
3125,BCO G SUPER M.NAR.X10U,T.PISO,1952.94,19529.4,1614.0,16140.0,3125.jpg,TRUE,FALSE
8001,BCO PONDEROSA X10U 958.00,T.PISO,159.18,11591.8,9580.0,1.0,8001.jpg,TRUE,FALSE
2365,BCO XG CONSOR.M.NAR.X10U 2077.00,T.PISO,2513.17,25131.7,20770.0,0.0,2365.jpg,TRUE,FALSE
1581,GRIS CONSOR.BAN.X12 2331.00,T.PISO,2820.51,33846.12,27972.0,0.0,1581.jpg,TRUE,FALSE
3126,GRIS M.NAR. G 58X60 X10U 1349.00,T.PISO,1632.29,16322.9,13490.0,0.0,3126.jpg,TRUE,FALSE
2362,GRIS M.NAR. XG 60X80 X10U 1784.00,T.PISO,2158.64,21586.4,17840.0,0.0,2362.jpg,TRUE,FALSE
2361,GRIS PONDEROSA X10U,T.PISO,1063.59,10635.9,879.0,8790.0,2361.jpg,TRUE,FALSE
6768,NIDO DE ABEJA CONSOR.X12 BAND 3084.0,T.PISO,3731.64,44779.68,0.0,37008.0,6768.jpg,TRUE,FALSE
1723,NIDO DE ABEJA TEXAS X12 45X 3441.0,T.PISO,4163.61,49963.32,0.0,41292.0,1723.jpg,TRUE,FALSE
1514,AUTO GDE.TEXAS X12U 2752.00,T.REJILLA,3329.92,39959.04,3302.0,4.0,1514.jpg,TRUE,FALSE
1721,BANDERITA COCINAX12 958.00,T.REJILLA,1159.18,13910.16,11496.0,0.0,1721.jpg,TRUE,FALSE
1685,CHICA X12 BANDERITA 1362.00,T.REJILLA,1648.02,19776.24,16344.0,0.0,1685.jpg,TRUE,FALSE
2367,MEDIA NAR.DOBLE REF X10U 806.00,T.REJILLA,975.26,9752.6,8060.0,0.0,2367.jpg,TRUE,FALSE
6402,MICROFIBRA PAÑO PACKX3U VIOLETA (10 18585.0,T.REJILLA,22487.85,22487.85,0.0,18585.0,6402.jpg,TRUE,FALSE
7976,PACK X4U SANITARIO BANDERITA 5401.0,T.REJILLA,6535.21,6535.21,0.0,5401.0,7976.jpg,TRUE,FALSE
2587,PAÑO AMAR. 12X3U MEDIA NARANJA 1536.00,T.REJILLA,1858.56,22302.72,1.0,8432.0,2587.jpg,TRUE,FALSE
80,PAÑO AMAR. 25X3U MAKE 1328.00,T.REJILLA,1606.88,40172.0,3.0,3200.0,80.jpg,TRUE,FALSE
839,PAÑO PERFEX JOHNSON S X5U 455.00,T.REJILLA,550.55,550.55,455.0,0.0,839.jpg,TRUE,FALSE
7568,BANDANA BCA X2U T.U. 4442.00,UNIFORMES,5374.82,10749.64,8.0,884.0,7568.jpg,TRUE,FALSE
7570,CHAQUETA BCA X1U T.L. 11296.82,UNIFORMES,13669.16,13669.16,11.0,296.82,7570.jpg,TRUE,FALSE
7569,CHAQUETA BCA X1U T.M. 11296.82,UNIFORMES,13669.16,13669.16,11.0,296.82,7569.jpg,TRUE,FALSE
7571,CHAQUETA BCA X1U T.XL. 11296.82,UNIFORMES,13669.16,13669.16,1.0,1296.82,7571.jpg,TRUE,FALSE
8925,CHAQUETA BCA X1U T.XXL 11899.64,UNIFORMES,14398.56,14398.56,1.0,1899.64,8925.jpg,TRUE,FALSE
8924,CHAQUETA BCA X1U T.XXXL,UNIFORMES,15144.4,15144.4,12516.03,12516.03,8924.jpg,TRUE,FALSE
8660,DELANTAL C/PECH. BCO TPG X1,UNIFORMES,0.01,0.01,0.01,0.01,8660.jpg,TRUE,FALSE
7574,PANTALON NAUT.BCO X1U T.XL. 10458.67,UNIFORMES,12654.99,12654.99,1045.0,8.67,7574.jpg,TRUE,FALSE
7584,PONCHITO BORDO X1U T.U.,UNIFORMES,18630.37,18630.37,15397.0,15397.0,7584.jpg,TRUE,FALSE
7585,PONCHITO VERDE ING. X1U T.U 15397.00,UNIFORMES,18630.37,18630.37,1539.0,7.0,7585.jpg,TRUE,FALSE
8935,SACO GABARD XXXL BCO X1,UNIFORMES,27675.12,27675.12,22872.0,22872.0,8935.jpg,TRUE,FALSE
9217,ANTORCHITA 1 X 6 5994.0,VELAS,7252.74,7252.74,0.0,5994.0,9217.jpg,TRUE,FALSE
1488,ALCOHOL COMENSAL 3X5LT AL 5%,VINAGRE,4584.69,13754.07,3789.0,11367.0,1488.jpg,TRUE,FALSE
8319,ALCOHOL FAVINCO BID.4X5LT AL 5% 3995.0,VINAGRE,4833.95,19335.8,0.0,15980.0,8319.jpg,TRUE,FALSE
6491,ALCOHOL FAVINCO PET 12X1300 775.00,VINAGRE,937.75,11253.0,930.0,0.0,6491.jpg,TRUE,FALSE
4557,ALCOHOL MENOYO 12X500CC DESTACADO 546.0,VINAGRE,660.66,7927.92,0.0,6552.0,4557.jpg,TRUE,TRUE
8390,ALCOHOL MENOYO 2 X 10LT OJO!!!!!!!! 7585.0,VINAGRE,9177.85,18355.7,0.0,15170.0,8390.jpg,TRUE,FALSE
1884,ALCOHOL MENOYO 4X5LT AL 5% 4361.00,VINAGRE,5276.81,21107.24,174.0,44.0,1884.jpg,TRUE,FALSE
1403,ALCOHOL MENOYO PVC 12X1,VINAGRE,1081.74,12980.88,894.0,10728.0,1403.jpg,TRUE,FALSE
3536,MANZANA MENOYO 12X500CC,VINAGRE,1401.18,16814.16,1158.0,13896.0,3536.jpg,TRUE,FALSE
3513,MANZANA MENOYO BID.4X5LT 9301.00,VINAGRE,11254.21,45016.84,37204.0,0.0,3513.jpg,TRUE,FALSE
1405,MANZANA MENOYO PVC 12X1,VINAGRE,2269.96,27239.52,1876.0,22512.0,1405.jpg,TRUE,FALSE
3691,VINO MENOYO BIDON 4X5LT,VINAGRE,9358.14,37432.56,7734.0,30936.0,3691.jpg,TRUE,FALSE
8340,ALMA MORA MALBEC 6X750,VINO,6126.23,36757.38,5063.0,30378.0,8340.jpg,TRUE,FALSE
8872,BRESSANO CHARDONNAY 4X750 26699.00,VINO,32305.79,129223.16,106796.0,0.0,8872.jpg,TRUE,FALSE
8873,BRESSANO MALBEC 4X750,VINO,32305.79,129223.16,26699.0,106796.0,8873.jpg,TRUE,FALSE
8468,CHACABUCO CABERNET 6X750 2334.00,VINO,2824.14,16944.84,14004.0,0.0,8468.jpg,TRUE,FALSE
8892,CHACABUCO LATA 12X500 CHENIN DULCE,VINO,3014.11,36169.32,2491.0,29892.0,8892.jpg,TRUE,FALSE
6901,CHACABUCO MALBEC 6X750,VINO,2824.14,16944.84,2334.0,14004.0,6901.jpg,TRUE,FALSE
8021,CHACABUCO ROSE 6X750,VINO,2824.14,16944.84,2334.0,14004.0,8021.jpg,TRUE,FALSE
6893,CHACABUCO VIOGNIER 6X750 2334.00,VINO,2824.14,16944.84,14004.0,0.0,6893.jpg,TRUE,FALSE
8479,CONEJO BLANC 6X750 DE BLANCS 3521.00,VINO,4260.41,25562.46,211.0,26.0,8479.jpg,TRUE,FALSE
8901,CONEJO CHENIN DULCE 6X750 3950.00,VINO,4779.5,28677.0,23700.0,0.0,8901.jpg,TRUE,FALSE
8869,CONEJO ESP.TORRONTES 6X750 DULZON,VINO,4779.5,28677.0,3950.0,23700.0,8869.jpg,TRUE,FALSE
8891,CONEJO LATA 12X500 CHENIN DULCE,VINO,3521.1,42253.2,2910.0,34920.0,8891.jpg,TRUE,FALSE
8893,CONEJO LATA 12X500 ROSE,VINO,3521.1,42253.2,2910.0,34920.0,8893.jpg,TRUE,FALSE
8467,CONEJO MALBEC 6X750,VINO,4260.41,25562.46,3521.0,21126.0,8467.jpg,TRUE,FALSE
8870,CONEJO ROSE 6X750 3950.00,VINO,79.5,28677.0,23700.0,47.0,8870.jpg,TRUE,FALSE
6891,ESTATE BLEND 6X750 LOS HAROLDOS,VINO,4393.51,26361.06,3631.0,21786.0,6891.jpg,TRUE,FALSE
6894,ESTATE BONARDA 6X750 LOS HAROLDOS,VINO,4393.51,26361.06,3631.0,21786.0,6894.jpg,TRUE,FALSE
6532,ESTATE CABERNET SAUV.6X750 HAROLDOS 3631.0,VINO,4393.51,26361.06,0.0,21786.0,6532.jpg,TRUE,FALSE
6914,ESTATE CHARDONNAY 6X750,VINO,4393.51,26361.06,3631.0,21786.0,6914.jpg,TRUE,FALSE
6533,ESTATE MALBEC 6X750 HAROLDOS 3631.00,VINO,4393.51,26361.06,217.0,86.0,6533.jpg,TRUE,FALSE
6825,ESTATE SAUVIG.BLANC 6X750 3631.00,VINO,4393.51,26361.06,21786.0,0.0,6825.jpg,TRUE,FALSE
8707,FAUSTO CABERN/MALBEC 4X750 ET NEGRA 7555.0,VINO,9141.55,36566.2,0.0,30220.0,8707.jpg,TRUE,FALSE
8871,FAUSTO MALBEC 4X750 ET.ROJA 7555.00,VINO,9141.55,36566.2,3022.0,0.0,8871.jpg,TRUE,FALSE
8876,FERUS BLANC DE BLANCS 4X750 6409.00,VINO,7754.89,31019.56,2563.0,6.0,8876.jpg,TRUE,FALSE
8877,FERUS MALBEC 4X750 6409.00,VINO,754.89,31019.56,25636.0,7.0,8877.jpg,TRUE,FALSE
7195,FRIZZE FRUTILLA 6X1,VINO,2200.0,13200.0,1818.18,10909.09,7195.jpg,TRUE,FALSE
8874,HERMANDAD BLEND 4X750,VINO,15440.81,61763.24,12761.0,51044.0,8874.jpg,TRUE,FALSE
7453,HERMANDAD MALBEC 4X750,VINO,15440.81,61763.24,12761.0,51044.0,7453.jpg,TRUE,FALSE
6890,LOS HAROLDOS RES.CABER.SAUV.6X750,VINO,6109.29,36655.74,5049.0,30294.0,6890.jpg,TRUE,FALSE
7037,LOS HAROLDOS RES.CHARD.6X750 5049.00,VINO,6109.29,36655.74,302.0,94.0,7037.jpg,TRUE,FALSE
